Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95,90,6.8722851276397705
gpt-3.5-turbo-1106,0_1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95,90,8.567946910858154
gpt-3.5-turbo-1106,0_2,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90,85,7.320312261581421
gpt-3.5-turbo-1106,0_3,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90,85,7.9064555168151855
gpt-3.5-turbo-1106,0_4,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95,90,7.271968364715576
gpt-3.5-turbo-1106,0_5,5.0,6.0,6.5,6.5,6.5,6.5,6.5,False,60.0,70.0,6.0,70,70,7.620787143707275
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95,90,7.279375791549683
gpt-3.5-turbo-1106,0_7,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90,85,9.032183408737183
gpt-3.5-turbo-1106,0_8,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95,90,7.086934804916382
gpt-3.5-turbo-1106,0_9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95,90,7.983948230743408
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.693427562713623
llama-v2-13b-chat,0_1,1.0,6.0,1.0,7.0,1.0,8.0,1.0,True,0.85,0.85,4.1,0.85,0.85,19.45412564277649
llama-v2-13b-chat,0_2,1.0,6.0,1.0,7.0,1.0,8.0,1.0,True,0.85,0.85,4.1,0.85,0.85,19.350423336029053
llama-v2-13b-chat,0_3,1.0,6.0,1.0,7.0,1.0,8.0,1.0,True,0.85,0.85,4.1,0.85,0.85,19.989073991775513
llama-v2-13b-chat,0_4,1.0,6.0,1.0,7.0,1.0,8.0,1.0,True,0.85,0.85,4.1,0.85,0.85,19.3988835811615
llama-v2-13b-chat,0_5,1.0,6.0,1.0,7.0,1.0,8.0,1.0,True,0.85,0.85,4.1,0.85,0.85,19.443427562713623
llama-v2-13b-chat,0_6,1.0,6.0,1.0,7.0,1.0,8.0,1.0,True,0.85,0.85,4.1,0.85,0.85,19.524654865264893
llama-v2-13b-chat,0_7,1.0,6.0,1.0,7.0,1.0,8.0,1.0,True,0.85,0.85,4.1,0.85,0.85,19.39218020439148
llama-v2-13b-chat,0_8,1.0,6.0,1.0,7.0,1.0,8.0,1.0,True,0.85,0.85,4.1,0.85,0.85,19.273584842681885
llama-v2-13b-chat,0_9,1.0,6.0,1.0,7.0,1.0,8.0,1.0,True,0.85,0.85,4.1,0.85,0.85,19.5888774394989
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.270821809768677
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.02382755279541
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.112677812576294
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.206274271011353
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.299088954925537
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,8.892943143844604
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,8.994479894638062
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.300081253051758
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.046015501022339
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.051762104034424
