Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.494895696640015
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,10.641160249710083
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.000576019287109
gpt-3.5-turbo-1106,0_3,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,80,5.5,70,85,6.429505348205566
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,6.902654647827148
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.493102788925171
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,6.608833312988281
gpt-3.5-turbo-1106,0_7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.238321542739868
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.267167091369629
gpt-3.5-turbo-1106,0_9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.005365610122681
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.271686792373657
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.16205143928528
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.0287082195282
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.38549256324768
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.05402684211731
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.05022931098938
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,18.980787754058838
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.06688690185547
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.064188718795776
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,0.85,0.85,7.5,,,19.288228511810303
mistral-7b-instruct-4k,0_0,,,,,,,,,,,,,,12.53406810760498
mistral-7b-instruct-4k,0_1,,,,,,,,,,,,,,12.633066892623901
mistral-7b-instruct-4k,0_2,,,,,,,,,,,,,,12.846923351287842
mistral-7b-instruct-4k,0_3,,,,,,,,,,,,,,12.493605375289917
mistral-7b-instruct-4k,0_4,,,,,,,,,,,,,,13.04403018951416
mistral-7b-instruct-4k,0_5,,,,,,,,,,,,,,12.446363925933838
mistral-7b-instruct-4k,0_6,,,,,,,,,,,,,,12.23779034614563
mistral-7b-instruct-4k,0_7,,,,,,,,,,,,,,12.453036308288574
mistral-7b-instruct-4k,0_8,,,,,,,,,,,,,,12.42007565498352
mistral-7b-instruct-4k,0_9,,,,,,,,,,,,,,12.449135065078735
