Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,7.928027629852295
gpt-3.5-turbo-1106,0_1,7.5,8.0,8.5,7.0,6.5,6.0,5.5,False,75.0,80.0,6.5,70.0,85.0,5.611250877380371
gpt-3.5-turbo-1106,0_2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,7.619222164154053
gpt-3.5-turbo-1106,0_3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,8.269720315933228
gpt-3.5-turbo-1106,0_4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,8.522562503814697
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,95.0,10.0,95.0,95.0,7.601687908172607
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100.0,100.0,7.695154428482056
gpt-3.5-turbo-1106,0_7,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.6,95.0,90.0,6.933073997497559
gpt-3.5-turbo-1106,0_8,7.5,8.0,8.5,7.0,6.5,6.0,5.5,False,75.0,80.0,6.5,70.0,85.0,5.935005187988281
gpt-3.5-turbo-1106,0_9,7.5,8.0,8.5,7.0,6.5,6.0,5.5,False,75.0,80.0,6.5,70.0,85.0,5.2489333152771
llama-v2-13b-chat,0_0,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,16.348490238189697
llama-v2-13b-chat,0_1,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,16.196664810180664
llama-v2-13b-chat,0_2,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,15.84596848487854
llama-v2-13b-chat,0_3,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,16.157609701156616
llama-v2-13b-chat,0_4,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,15.903164863586426
llama-v2-13b-chat,0_5,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,15.85934853553772
llama-v2-13b-chat,0_6,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,15.853042602539062
llama-v2-13b-chat,0_7,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,15.835536479949951
llama-v2-13b-chat,0_8,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,16.049339056015015
llama-v2-13b-chat,0_9,1.0,4.0,1.0,4.0,1.0,4.0,,True,0.8,0.7,4.0,0.8,0.7,15.890175580978394
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.482885122299194
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.340293884277344
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.126265048980713
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.590099096298218
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.439688444137573
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.210422277450562
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.155273914337158
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.153451204299927
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.238945960998535
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.261053323745728
