Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,7.5,7.8,8.0,8.2,8.3,8.4,8.5,True,85,80,8.0,80,75,6.975120544433594
gpt-3.5-turbo-1106,0_1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.565747499465942
gpt-3.5-turbo-1106,0_2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.349626064300537
gpt-3.5-turbo-1106,0_3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.172318458557129
gpt-3.5-turbo-1106,0_4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,10.26226806640625
gpt-3.5-turbo-1106,0_5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.067910194396973
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.360194683074951
gpt-3.5-turbo-1106,0_7,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.129963159561157
gpt-3.5-turbo-1106,0_8,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.93104076385498
gpt-3.5-turbo-1106,0_9,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,6.960261106491089
llama-v2-13b-chat,0_0,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.64948868751526
llama-v2-13b-chat,0_1,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.42055583000183
llama-v2-13b-chat,0_2,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.553807258605957
llama-v2-13b-chat,0_3,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.693523645401
llama-v2-13b-chat,0_4,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.538519144058228
llama-v2-13b-chat,0_5,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.468822717666626
llama-v2-13b-chat,0_6,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.41136908531189
llama-v2-13b-chat,0_7,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.479063987731934
llama-v2-13b-chat,0_8,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.523152112960815
llama-v2-13b-chat,0_9,1.0,6.0,1.0,7.0,1.0,8.0,,False,40,60,4.6,40,60,17.458061456680298
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,10.422897815704346
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,9.266737937927246
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,9.329958200454712
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,9.20745038986206
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,9.11062479019165
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,9.338983535766602
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,9.08185863494873
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,9.062711715698242
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,8.981227397918701
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,7.0,100,100,9.277362585067749
