Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,8.2007417678833
gpt-3.5-turbo-1106,0_1,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90.0,85.0,7.116434574127197
gpt-3.5-turbo-1106,0_2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,9.414042472839355
gpt-3.5-turbo-1106,0_3,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.6,95.0,90.0,8.080166339874268
gpt-3.5-turbo-1106,0_4,5.0,6.0,6.0,6.0,6.0,6.0,6.0,False,60.0,70.0,6.0,60.0,70.0,9.878973484039307
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100.0,100.0,9.305141925811768
gpt-3.5-turbo-1106,0_6,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,7.8632190227508545
gpt-3.5-turbo-1106,0_7,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90.0,85.0,7.966527462005615
gpt-3.5-turbo-1106,0_8,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,8.723320960998535
gpt-3.5-turbo-1106,0_9,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,8.558908462524414
llama-v2-13b-chat,0_0,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,16.000788688659668
llama-v2-13b-chat,0_1,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,15.456910371780396
llama-v2-13b-chat,0_2,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,16.014875173568726
llama-v2-13b-chat,0_3,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,15.979340076446533
llama-v2-13b-chat,0_4,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,15.59274411201477
llama-v2-13b-chat,0_5,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,15.419961929321289
llama-v2-13b-chat,0_6,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,15.41043472290039
llama-v2-13b-chat,0_7,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,15.463690757751465
llama-v2-13b-chat,0_8,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,15.456495761871338
llama-v2-13b-chat,0_9,2.0,6.0,3.0,6.0,3.0,6.0,,True,80.0,70.0,5.0,80.0,70.0,15.456222772598267
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.175121068954468
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.165233135223389
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.232642650604248
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.243392705917358
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.193433046340942
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.27036190032959
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.18180775642395
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.283645153045654
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.186725378036499
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.384777545928955
