Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.855300188064575
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.945145845413208
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.6402318477630615
gpt-3.5-turbo-1106,0_3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,9.676277160644531
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,100,100,7.347970485687256
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,8.445307970046997
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,10.09032917022705
gpt-3.5-turbo-1106,0_7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,100,100,8.451845645904541
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,9.62418818473816
gpt-3.5-turbo-1106,0_9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,8.645281076431274
llama-v2-13b-chat,0_0,1.0,5.0,6.0,7.0,8.0,9.0,,False,20,30,7.0,20,30,17.373966693878174
llama-v2-13b-chat,0_1,1.0,5.0,6.0,7.0,8.0,9.0,,False,20,30,7.0,20,30,17.04420232772827
llama-v2-13b-chat,0_2,1.0,5.0,6.0,7.0,8.0,9.0,,False,20,30,7.0,20,30,17.04054021835327
llama-v2-13b-chat,0_3,1.0,5.0,6.0,7.0,8.0,9.0,,False,20,30,7.0,20,30,17.11602759361267
llama-v2-13b-chat,0_4,1.0,5.0,6.0,7.0,8.0,9.0,,False,60,70,6.0,60,70,17.36445641517639
llama-v2-13b-chat,0_5,1.0,5.0,6.0,7.0,8.0,9.0,,False,20,30,7.0,20,30,17.209062576293945
llama-v2-13b-chat,0_6,1.0,5.0,6.0,7.0,8.0,9.0,,False,20,30,7.0,20,30,17.17227292060852
llama-v2-13b-chat,0_7,1.0,5.0,6.0,7.0,8.0,9.0,,False,20,30,7.0,20,30,17.143331050872803
llama-v2-13b-chat,0_8,1.0,5.0,6.0,7.0,8.0,9.0,,False,20,30,7.0,20,30,17.0730881690979
llama-v2-13b-chat,0_9,1.0,5.0,6.0,7.0,8.0,9.0,,False,20,30,7.0,20,30,17.041135787963867
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.918726921081543
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.001642227172852
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.07722783088684
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.220770835876465
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.675131559371948
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.914849996566772
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.66410779953003
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.427150964736938
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.308061599731445
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.42406153678894
