Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,20.0,70.0,4.5,80,80,6.2494237422943115
gpt-3.5-turbo-1106,0_1,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30.0,70.0,5.5,60,80,6.099865674972534
gpt-3.5-turbo-1106,0_2,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85,85,5.31825852394104
gpt-3.5-turbo-1106,0_3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100,100,7.691485404968262
gpt-3.5-turbo-1106,0_4,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,80.0,90.0,5.5,85,85,5.9785003662109375
gpt-3.5-turbo-1106,0_5,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,70.0,80.0,4.5,75,85,6.081622362136841
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100,100,6.18121600151062
gpt-3.5-turbo-1106,0_7,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85,85,5.979459047317505
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95,90,7.134717226028442
gpt-3.5-turbo-1106,0_9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100,100,8.15538477897644
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.56246328353882
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.24094009399414
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.27494740486145
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.383741855621338
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.37688660621643
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.352229833602905
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.36418128013611
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.33470106124878
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.477797269821167
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.64764428138733
mistral-7b-instruct-4k,0_0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,0.0,0.0,6.0,0,0,9.297291040420532
mistral-7b-instruct-4k,0_1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,0.0,0.0,6.0,0,0,8.99607253074646
mistral-7b-instruct-4k,0_2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,0.0,0.0,6.0,0,0,9.179337739944458
mistral-7b-instruct-4k,0_3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,0.0,0.0,6.0,0,0,9.29143738746643
mistral-7b-instruct-4k,0_4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,0.0,0.0,6.0,0,0,9.021005153656006
mistral-7b-instruct-4k,0_5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,0.0,0.0,6.0,0,0,9.375622987747192
mistral-7b-instruct-4k,0_6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,0.0,0.0,6.0,0,0,9.399186134338379
mistral-7b-instruct-4k,0_7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,0.0,0.0,6.0,0,0,9.309831380844116
mistral-7b-instruct-4k,0_8,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,8.813933610916138
mistral-7b-instruct-4k,0_9,7.0,7.0,7.0,7.0,7.0,7.0,7.0,False,0.0,0.0,6.0,0,0,9.01990032196045
