Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,70.0,80.0,4.5,75,85,5.363173484802246
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95,90,9.062691450119019
gpt-3.5-turbo-1106,0_2,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,40.0,60.0,6.5,70,80,5.4925901889801025
gpt-3.5-turbo-1106,0_3,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,60.0,70.0,5.0,65,75,4.4209723472595215
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95,90,7.391910791397095
gpt-3.5-turbo-1106,0_5,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,60.0,70.0,6.5,75,80,5.102073431015015
gpt-3.5-turbo-1106,0_6,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,30.0,70.0,6.5,60,80,4.989448070526123
gpt-3.5-turbo-1106,0_7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95,90,7.346261978149414
gpt-3.5-turbo-1106,0_8,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95,90,7.899033069610596
gpt-3.5-turbo-1106,0_9,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75.0,80.0,5.5,70,75,6.731456518173218
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.56683325767517
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.170936584472656
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.13791251182556
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.475931406021118
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.22189998626709
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.15080165863037
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.265971183776855
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.32180643081665
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.260661125183105
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,8.0,,True,0.85,0.8,7.5,,,18.83367109298706
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,12.09445071220398
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,11.907198190689087
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,11.865259885787964
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,11.65821886062622
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,11.937724113464355
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,12.0084810256958
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,11.660788297653198
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,12.184417724609375
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,12.22420859336853
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0,0,11.816293239593506
