Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,70.0,75.0,6.5,80,85,5.820110082626343
gpt-3.5-turbo-1106,0_1,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,70.0,75.0,6.5,80,70,5.8606648445129395
gpt-3.5-turbo-1106,0_2,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,30.0,70.0,6.5,40,80,5.8229405879974365
gpt-3.5-turbo-1106,0_3,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,70.0,75.0,6.5,80,85,4.51488471031189
gpt-3.5-turbo-1106,0_4,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,70.0,75.0,6.5,80,85,6.0491721630096436
gpt-3.5-turbo-1106,0_5,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,70.0,75.0,6.5,80,85,5.0212273597717285
gpt-3.5-turbo-1106,0_6,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85,85,5.109792709350586
gpt-3.5-turbo-1106,0_7,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,30.0,70.0,6.5,60,80,6.232828140258789
gpt-3.5-turbo-1106,0_8,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95,90,7.9573729038238525
gpt-3.5-turbo-1106,0_9,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,70.0,75.0,6.5,80,85,4.873619794845581
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.699536561965942
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.34492540359497
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.61978030204773
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.326138973236084
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.570008039474487
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.49132466316223
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.376387357711792
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.292485237121582
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.47312092781067
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.85,0.9,8.5,,,17.33907699584961
mistral-7b-instruct-4k,0_0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,9.048702478408813
mistral-7b-instruct-4k,0_1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,8.847242593765259
mistral-7b-instruct-4k,0_2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,9.126404762268066
mistral-7b-instruct-4k,0_3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,9.110303163528442
mistral-7b-instruct-4k,0_4,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,8.87984037399292
mistral-7b-instruct-4k,0_5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,9.230078935623169
mistral-7b-instruct-4k,0_6,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,8.847300291061401
mistral-7b-instruct-4k,0_7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,8.798849821090698
mistral-7b-instruct-4k,0_8,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,9.027767658233643
mistral-7b-instruct-4k,0_9,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,8.0,100.0,100.0,8.869727611541748
