Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.5,90,85,10.018582105636597
gpt-3.5-turbo-1106,0_1,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,10.726710081100464
gpt-3.5-turbo-1106,0_2,8.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.4,90,85,11.821722745895386
gpt-3.5-turbo-1106,0_3,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,11.11463189125061
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,12.64416790008545
gpt-3.5-turbo-1106,0_5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,12.960749626159668
gpt-3.5-turbo-1106,0_6,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.5,90,85,10.532854795455933
gpt-3.5-turbo-1106,0_7,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,12.177567481994629
gpt-3.5-turbo-1106,0_8,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,9.7027747631073
gpt-3.5-turbo-1106,0_9,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,9.585558414459229
llama-v2-13b-chat,0_0,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,15.106229066848755
llama-v2-13b-chat,0_1,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,14.7984619140625
llama-v2-13b-chat,0_2,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,14.831002473831177
llama-v2-13b-chat,0_3,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,14.797042608261108
llama-v2-13b-chat,0_4,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,14.761287450790405
llama-v2-13b-chat,0_5,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,14.835216522216797
llama-v2-13b-chat,0_6,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,14.81946587562561
llama-v2-13b-chat,0_7,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,14.808340787887573
llama-v2-13b-chat,0_8,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,14.845254898071289
llama-v2-13b-chat,0_9,1.0,4.0,2.0,4.0,3.0,6.0,,False,60,70,4.5,,,14.820932388305664
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.627567291259766
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.780489683151245
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.757588863372803
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.674153804779053
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.644768476486206
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.908554315567017
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.636614322662354
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.25406551361084
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.194001197814941
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.64140009880066
