Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,70.0,80.0,4.5,75.0,85.0,8.494980096817017
gpt-3.5-turbo-1106,0_1,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,80.0,4.5,70.0,85.0,9.344275951385498
gpt-3.5-turbo-1106,0_2,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,95.0,90.0,11.775972127914429
gpt-3.5-turbo-1106,0_3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100.0,100.0,13.985904216766357
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100.0,100.0,13.932826042175293
gpt-3.5-turbo-1106,0_5,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,80.0,4.5,70.0,75.0,10.785196542739868
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95.0,90.0,13.309497356414795
gpt-3.5-turbo-1106,0_7,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90.0,85.0,16.249999046325684
gpt-3.5-turbo-1106,0_8,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,70.0,80.0,4.5,75.0,85.0,9.39765191078186
gpt-3.5-turbo-1106,0_9,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75.0,80.0,5.5,70.0,85.0,10.216227769851685
llama-v2-13b-chat,0_0,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,19.766114950180054
llama-v2-13b-chat,0_1,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,19.219772815704346
llama-v2-13b-chat,0_2,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,19.263286590576172
llama-v2-13b-chat,0_3,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,19.212379455566406
llama-v2-13b-chat,0_4,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,19.53006339073181
llama-v2-13b-chat,0_5,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,19.414443016052246
llama-v2-13b-chat,0_6,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,19.402678966522217
llama-v2-13b-chat,0_7,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,19.501971006393433
llama-v2-13b-chat,0_8,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,19.633155584335327
llama-v2-13b-chat,0_9,1.0,2.0,2.5,3.0,3.5,4.0,4.5,False,0.0,0.0,4.5,0.0,0.0,20.093472242355347
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,11.67559552192688
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,11.649878978729248
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,11.637379884719849
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,12.242665529251099
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,11.879739999771118
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,12.189674854278564
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,11.847141742706299
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,12.286447525024414
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,11.654416561126709
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,12.000487565994263
