Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,70,80,4.5,75.0,85.0,4.963245630264282
gpt-3.5-turbo-1106,0_1,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70.0,75.0,5.017137765884399
gpt-3.5-turbo-1106,0_2,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30,70,5.5,60.0,80.0,5.1261608600616455
gpt-3.5-turbo-1106,0_3,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80,90,4.5,85.0,85.0,5.5936973094940186
gpt-3.5-turbo-1106,0_4,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80,90,4.5,85.0,85.0,5.01729154586792
gpt-3.5-turbo-1106,0_5,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80,90,4.5,85.0,85.0,5.345042943954468
gpt-3.5-turbo-1106,0_6,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70.0,85.0,6.136302947998047
gpt-3.5-turbo-1106,0_7,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80,90,4.5,85.0,85.0,5.09344220161438
gpt-3.5-turbo-1106,0_8,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70.0,85.0,5.1546149253845215
gpt-3.5-turbo-1106,0_9,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80,90,4.5,85.0,85.0,5.982341766357422
llama-v2-13b-chat,0_0,1.0,5.0,6.0,7.0,1.0,1.0,,False,,,5.0,50.0,50.0,16.59837770462036
llama-v2-13b-chat,0_1,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80.0,70.0,16.604085206985474
llama-v2-13b-chat,0_2,1.0,5.0,6.0,7.0,1.0,1.0,,False,,,5.0,50.0,50.0,16.5001482963562
llama-v2-13b-chat,0_3,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80.0,70.0,16.222880601882935
llama-v2-13b-chat,0_4,1.0,5.0,6.0,7.0,1.0,1.0,,False,,,5.0,50.0,50.0,16.498018264770508
llama-v2-13b-chat,0_5,1.0,5.0,6.0,7.0,1.0,1.0,,False,,,5.0,50.0,50.0,16.52542495727539
llama-v2-13b-chat,0_6,1.0,5.0,6.0,7.0,1.0,1.0,,False,,,5.0,50.0,50.0,16.435338973999023
llama-v2-13b-chat,0_7,1.0,5.0,6.0,7.0,1.0,1.0,,False,,,5.0,50.0,50.0,16.609462022781372
llama-v2-13b-chat,0_8,1.0,5.0,6.0,7.0,1.0,1.0,,False,,,5.0,50.0,50.0,16.61301064491272
llama-v2-13b-chat,0_9,1.0,5.0,6.0,7.0,1.0,1.0,,False,,,5.0,50.0,50.0,16.48230814933777
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.707669734954834
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.516508340835571
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.37048053741455
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.69973349571228
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.825175046920776
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.590897798538208
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.851040363311768
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.866474628448486
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.498395204544067
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.87736463546753
