Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,8.455247640609741
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.8190343379974365
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,100,95,8.536879301071167
gpt-3.5-turbo-1106,0_3,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,80,5.5,70,75,6.704675912857056
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,8.717352390289307
gpt-3.5-turbo-1106,0_5,8.5,8.0,7.5,7.0,6.5,6.0,6.0,False,70,80,6.5,75,85,4.9265217781066895
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.634261846542358
gpt-3.5-turbo-1106,0_7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.390146255493164
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.688287019729614
gpt-3.5-turbo-1106,0_9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,8.018303394317627
llama-v2-13b-chat,0_0,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,17.578205108642578
llama-v2-13b-chat,0_1,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,17.47879648208618
llama-v2-13b-chat,0_2,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,18.618666648864746
llama-v2-13b-chat,0_3,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,17.84272003173828
llama-v2-13b-chat,0_4,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,17.495397567749023
llama-v2-13b-chat,0_5,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,17.437085390090942
llama-v2-13b-chat,0_6,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,17.482770442962646
llama-v2-13b-chat,0_7,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,17.319709539413452
llama-v2-13b-chat,0_8,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,17.538347244262695
llama-v2-13b-chat,0_9,1.0,3.0,6.0,8.0,8.0,7.0,1.0,False,50,70,5.5,,,17.438771724700928
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.335770606994629
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.651750326156616
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.789955377578735
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.319248676300049
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.355756759643555
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.199608087539673
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.383915185928345
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.375999689102173
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.663089513778687
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.412895441055298
