Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90.0,85.0,9.25736689567566
gpt-3.5-turbo-1106,0_1,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,80.0,4.5,70.0,75.0,6.441384315490723
gpt-3.5-turbo-1106,0_2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,7.380753040313721
gpt-3.5-turbo-1106,0_3,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85.0,85.0,5.8592848777771
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90.0,85.0,8.884827613830566
gpt-3.5-turbo-1106,0_5,9.5,9.3,9.4,9.3,9.4,9.3,9.4,True,95.0,90.0,9.4,95.0,90.0,14.26846957206726
gpt-3.5-turbo-1106,0_6,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90.0,85.0,8.074232816696167
gpt-3.5-turbo-1106,0_7,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95.0,90.0,9.997280359268188
gpt-3.5-turbo-1106,0_8,8.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,8.7,90.0,85.0,8.832571983337402
gpt-3.5-turbo-1106,0_9,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85.0,85.0,6.435550689697266
llama-v2-13b-chat,0_0,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,15.105544805526733
llama-v2-13b-chat,0_1,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.672049522399902
llama-v2-13b-chat,0_2,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.667575120925903
llama-v2-13b-chat,0_3,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.817333221435547
llama-v2-13b-chat,0_4,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.825549840927124
llama-v2-13b-chat,0_5,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.624024868011475
llama-v2-13b-chat,0_6,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.795773029327393
llama-v2-13b-chat,0_7,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.957331895828247
llama-v2-13b-chat,0_8,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.660898447036743
llama-v2-13b-chat,0_9,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.526050567626953
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.204915285110474
mistral-7b-instruct-4k,0_1,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,7.0,100.0,100.0,9.471006155014038
mistral-7b-instruct-4k,0_2,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,7.0,100.0,100.0,9.524444341659546
mistral-7b-instruct-4k,0_3,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,7.0,100.0,100.0,9.633284568786621
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.280847072601318
mistral-7b-instruct-4k,0_5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,7.0,100.0,100.0,9.70206880569458
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.493581533432007
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.303547143936157
mistral-7b-instruct-4k,0_8,7.0,7.0,7.0,7.0,7.0,7.0,7.0,True,100.0,100.0,7.0,100.0,100.0,9.57529616355896
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.616036653518677
