Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85.0,85.0,5.400183439254761
gpt-3.5-turbo-1106,0_1,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85.0,85.0,4.955718517303467
gpt-3.5-turbo-1106,0_2,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,70.0,80.0,4.5,75.0,85.0,6.782642841339111
gpt-3.5-turbo-1106,0_3,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,7.588277339935303
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.0,7.5,7.0,6.5,6.0,True,95.0,90.0,8.0,90.0,85.0,6.114724397659302
gpt-3.5-turbo-1106,0_5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,9.46701192855835
gpt-3.5-turbo-1106,0_6,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85.0,85.0,5.775120496749878
gpt-3.5-turbo-1106,0_7,7.5,8.0,8.5,9.0,9.0,9.0,9.0,True,95.0,90.0,8.5,90.0,85.0,4.5670435428619385
gpt-3.5-turbo-1106,0_8,9.0,8.5,8.0,8.5,8.0,8.0,8.5,True,95.0,90.0,8.5,90.0,85.0,6.563904762268066
gpt-3.5-turbo-1106,0_9,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,85.0,90.0,4.5,80.0,85.0,6.1585142612457275
llama-v2-13b-chat,0_0,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.922296047210693
llama-v2-13b-chat,0_1,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.754565954208374
llama-v2-13b-chat,0_2,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.474061012268066
llama-v2-13b-chat,0_3,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.753499031066895
llama-v2-13b-chat,0_4,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.54643177986145
llama-v2-13b-chat,0_5,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.699530363082886
llama-v2-13b-chat,0_6,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.708758354187012
llama-v2-13b-chat,0_7,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,14.895668745040894
llama-v2-13b-chat,0_8,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,15.141545057296753
llama-v2-13b-chat,0_9,1.0,3.0,6.0,8.0,7.0,4.0,,True,80.0,70.0,5.5,80.0,70.0,15.001325130462646
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.456817865371704
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.206590175628662
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.386090755462646
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.333918809890747
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,7.0,100.0,100.0,9.799250364303589
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.2,0.9,0.9,9.779185056686401
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.191312074661255
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.393584489822388
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.859610080718994
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.422505617141724
