Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,8.7,90,85,13.936114072799683
gpt-3.5-turbo-1106,0_1,8.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,8.7,90,85,12.401381492614746
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,12.421836137771606
gpt-3.5-turbo-1106,0_3,8.0,7.5,7.5,7.5,7.5,7.5,7.5,True,95,90,7.7,90,85,13.91551923751831
gpt-3.5-turbo-1106,0_4,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80,90,4.5,85,85,8.450989246368408
gpt-3.5-turbo-1106,0_5,8.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,8.71,90,85,13.115059614181519
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,13.558491945266724
gpt-3.5-turbo-1106,0_7,8.0,7.5,7.5,7.5,7.5,7.5,7.5,True,95,90,7.7,90,85,15.027612924575806
gpt-3.5-turbo-1106,0_8,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,85,90,4.5,80,85,9.159202098846436
gpt-3.5-turbo-1106,0_9,8.0,7.5,7.5,7.5,7.5,7.5,7.5,True,95,90,7.6,90,85,13.097818851470947
llama-v2-13b-chat,0_0,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,14.966344118118286
llama-v2-13b-chat,0_1,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,14.606226205825806
llama-v2-13b-chat,0_2,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,14.725073099136353
llama-v2-13b-chat,0_3,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,14.733693838119507
llama-v2-13b-chat,0_4,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,14.710309267044067
llama-v2-13b-chat,0_5,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,14.71834397315979
llama-v2-13b-chat,0_6,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,14.692114114761353
llama-v2-13b-chat,0_7,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,15.10126805305481
llama-v2-13b-chat,0_8,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,14.50877833366394
llama-v2-13b-chat,0_9,1.0,3.0,5.0,8.0,8.0,8.5,,True,95,90,7.1,95,90,15.050025939941406
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.87814974784851
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.988171577453613
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.938762426376343
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.214587688446045
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.114762544631958
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.976141452789307
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.975136041641235
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.86349368095398
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.495446920394897
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.854424476623535
