Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,8.7,90,85,12.164160966873169
gpt-3.5-turbo-1106,0_1,8.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,8.7,90,85,14.91369080543518
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,15.719815969467163
gpt-3.5-turbo-1106,0_3,7.5,6.5,6.0,5.5,5.0,4.5,4.0,False,75,80,5.5,70,75,8.348185539245605
gpt-3.5-turbo-1106,0_4,7.5,6.5,6.0,5.5,5.0,4.5,4.0,False,85,90,5.5,80,85,8.716130495071411
gpt-3.5-turbo-1106,0_5,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,13.014849185943604
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,13.01146125793457
gpt-3.5-turbo-1106,0_7,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.6,95,90,11.891105890274048
gpt-3.5-turbo-1106,0_8,7.5,8.0,8.0,8.0,8.0,8.0,8.0,True,95,90,8.0,95,90,13.835705280303955
gpt-3.5-turbo-1106,0_9,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.6,90,85,11.749395608901978
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,80,70,7.5,85,75,17.400967359542847
llama-v2-13b-chat,0_1,1.0,3.0,2.0,4.0,6.0,7.0,,False,20,30,4.5,40,50,15.80848240852356
llama-v2-13b-chat,0_2,1.0,3.0,2.0,4.0,6.0,7.0,,False,20,30,4.5,40,50,16.1857750415802
llama-v2-13b-chat,0_3,1.0,3.0,2.0,4.0,6.0,7.0,,False,20,30,4.5,40,50,16.162306547164917
llama-v2-13b-chat,0_4,1.0,3.0,2.0,4.0,6.0,7.0,,False,20,30,4.5,40,50,15.681733131408691
llama-v2-13b-chat,0_5,1.0,3.0,2.0,4.0,6.0,7.0,,False,20,30,4.5,40,50,16.184515953063965
llama-v2-13b-chat,0_6,1.0,3.0,2.0,4.0,6.0,7.0,,False,20,30,4.5,40,50,16.405719995498657
llama-v2-13b-chat,0_7,1.0,3.0,2.0,4.0,6.0,7.0,,False,20,30,4.5,40,50,16.386857271194458
llama-v2-13b-chat,0_8,1.0,3.0,2.0,4.0,6.0,7.0,,False,20,30,4.5,40,50,16.532827854156494
llama-v2-13b-chat,0_9,1.0,3.0,2.0,4.0,6.0,7.0,,False,20,30,4.5,40,50,15.730458498001099
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.932440757751465
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.511913061141968
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.745274543762207
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.454253673553467
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.012498617172241
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.885979890823364
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.008698225021362
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.7611243724823
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.502460479736328
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.698624610900879
