Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,8.0,7.5,7.5,7.5,7.5,7.5,7.5,True,85.0,90.0,7.6,80.0,85.0,12.4541175365448
gpt-3.5-turbo-1106,0_1,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85.0,85.0,10.661011695861816
gpt-3.5-turbo-1106,0_2,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80.0,90.0,4.5,85.0,85.0,8.745898485183716
gpt-3.5-turbo-1106,0_3,7.5,8.0,8.5,9.0,9.0,9.0,9.0,True,95.0,90.0,8.5,90.0,85.0,8.390693187713623
gpt-3.5-turbo-1106,0_4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,12.587667465209961
gpt-3.5-turbo-1106,0_5,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75.0,80.0,4.5,70.0,85.0,7.9928297996521
gpt-3.5-turbo-1106,0_6,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,90.0,4.5,80.0,85.0,8.356503248214722
gpt-3.5-turbo-1106,0_7,7.5,8.0,8.5,9.0,9.0,9.0,9.0,True,95.0,90.0,8.5,90.0,85.0,7.804533004760742
gpt-3.5-turbo-1106,0_8,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,80.0,4.5,70.0,85.0,8.568282127380371
gpt-3.5-turbo-1106,0_9,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90.0,85.0,11.85505723953247
llama-v2-13b-chat,0_0,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,15.894920825958252
llama-v2-13b-chat,0_1,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,15.787139654159546
llama-v2-13b-chat,0_2,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,15.797215700149536
llama-v2-13b-chat,0_3,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,15.651937246322632
llama-v2-13b-chat,0_4,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,15.775028944015503
llama-v2-13b-chat,0_5,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,16.092289924621582
llama-v2-13b-chat,0_6,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,16.560664892196655
llama-v2-13b-chat,0_7,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,15.730182409286499
llama-v2-13b-chat,0_8,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,15.740950345993042
llama-v2-13b-chat,0_9,2.0,4.0,6.0,8.0,9.0,8.5,,False,60.0,70.0,7.0,60.0,70.0,16.463485956192017
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,11.153638362884521
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,10.706518650054932
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,10.83281683921814
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,10.804555177688599
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,10.813761234283447
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,10.817846536636353
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,10.996654033660889
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,10.696237087249756
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,11.090125560760498
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,0.9,0.9,8.0,0.9,0.9,10.633214712142944
