Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,7.5,6.5,6.0,5.5,5.0,4.5,4.0,False,75.0,80.0,5.5,70.0,75.0,8.347817182540894
gpt-3.5-turbo-1106,0_1,8.5,8.0,7.5,7.0,6.5,6.0,5.5,False,70.0,80.0,6.5,75.0,85.0,6.9873833656311035
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95.0,90.0,12.408380508422852
gpt-3.5-turbo-1106,0_3,7.5,6.5,6.0,5.5,5.0,4.5,4.0,False,75.0,80.0,4.5,70.0,75.0,9.074695348739624
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95.0,90.0,11.12915301322937
gpt-3.5-turbo-1106,0_5,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,30.0,70.0,6.5,60.0,80.0,7.809357643127441
gpt-3.5-turbo-1106,0_6,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,60.0,70.0,6.5,80.0,75.0,7.898016452789307
gpt-3.5-turbo-1106,0_7,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,40.0,70.0,6.5,60.0,80.0,7.017422199249268
gpt-3.5-turbo-1106,0_8,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,75.0,80.0,4.5,85.0,90.0,11.153796672821045
gpt-3.5-turbo-1106,0_9,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,75.0,80.0,6.5,70.0,85.0,10.02543020248413
llama-v2-13b-chat,0_0,1.0,3.0,2.0,4.0,6.0,8.0,,False,50.0,70.0,5.1,50.0,70.0,15.686968564987183
llama-v2-13b-chat,0_1,1.0,3.0,2.0,4.0,6.0,8.0,,True,80.0,70.0,5.1,80.0,70.0,15.372353315353394
llama-v2-13b-chat,0_2,1.0,3.0,2.0,4.0,6.0,8.0,,False,50.0,70.0,5.1,50.0,70.0,15.395516395568848
llama-v2-13b-chat,0_3,1.0,3.0,2.0,4.0,6.0,8.0,,False,50.0,70.0,5.1,50.0,70.0,15.294750213623047
llama-v2-13b-chat,0_4,1.0,3.0,2.0,4.0,6.0,8.0,,False,50.0,70.0,5.1,50.0,70.0,15.211207389831543
llama-v2-13b-chat,0_5,1.0,3.0,2.0,4.0,6.0,8.0,,False,50.0,70.0,5.1,50.0,70.0,15.397591829299927
llama-v2-13b-chat,0_6,1.0,3.0,2.0,4.0,6.0,8.0,,False,50.0,70.0,5.1,50.0,70.0,15.410119771957397
llama-v2-13b-chat,0_7,1.0,3.0,2.0,4.0,6.0,8.0,,False,50.0,70.0,5.1,50.0,70.0,15.970457315444946
llama-v2-13b-chat,0_8,1.0,3.0,2.0,4.0,6.0,8.0,,False,50.0,70.0,5.1,50.0,70.0,15.60181975364685
llama-v2-13b-chat,0_9,1.0,3.0,2.0,4.0,6.0,8.0,,False,50.0,70.0,5.1,50.0,70.0,15.419387578964233
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,100.0,100.0,8.0,100.0,100.0,11.503926992416382
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,100.0,100.0,8.0,100.0,100.0,11.348474979400635
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,100.0,100.0,8.0,100.0,100.0,11.346683979034424
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50.0,50.0,5.0,50.0,50.0,11.432322263717651
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,100.0,100.0,8.0,100.0,100.0,11.934787273406982
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,100.0,100.0,8.0,100.0,100.0,11.88524317741394
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,100.0,100.0,8.0,100.0,100.0,11.359177350997925
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50.0,50.0,5.0,50.0,50.0,11.378742218017578
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50.0,50.0,5.0,50.0,50.0,11.305974245071411
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,True,100.0,100.0,8.0,100.0,100.0,11.640820980072021
