Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,8.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.5,90,85,9.699233770370483
gpt-3.5-turbo-1106,0_1,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,95,90,11.501853227615356
gpt-3.5-turbo-1106,0_2,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,80,4.5,70,75,9.42123007774353
gpt-3.5-turbo-1106,0_3,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.6,90,85,13.418768405914307
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,12.196451187133789
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,10.664352893829346
gpt-3.5-turbo-1106,0_6,5.0,8.0,8.5,8.5,8.5,8.5,8.5,True,95,90,8.0,90,85,10.443961143493652
gpt-3.5-turbo-1106,0_7,5.0,8.0,8.5,8.5,8.5,8.5,8.5,True,90,85,8.0,85,80,12.799821376800537
gpt-3.5-turbo-1106,0_8,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,80,5.5,70,75,10.21877121925354
gpt-3.5-turbo-1106,0_9,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.6,95,90,12.874142408370972
llama-v2-13b-chat,0_0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,20.00282621383667
llama-v2-13b-chat,0_1,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,19.60845685005188
llama-v2-13b-chat,0_2,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,20.105560541152954
llama-v2-13b-chat,0_3,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,19.691275596618652
llama-v2-13b-chat,0_4,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,19.955285787582397
llama-v2-13b-chat,0_5,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,19.76430630683899
llama-v2-13b-chat,0_6,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,20.32206630706787
llama-v2-13b-chat,0_7,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,19.800442457199097
llama-v2-13b-chat,0_8,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,19.772552728652954
llama-v2-13b-chat,0_9,1.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,19.97948384284973
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.114832878112793
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.439403772354126
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.540251016616821
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.225759983062744
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.165912389755249
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.16375994682312
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.328960657119751
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.376889705657959
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.419919490814209
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,50,50,5.0,50,50,10.553574085235596
