Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,13.334484100341797
gpt-3.5-turbo-1106,0_1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,15.081557512283325
gpt-3.5-turbo-1106,0_2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,15.71678352355957
gpt-3.5-turbo-1106,0_3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,14.561146259307861
gpt-3.5-turbo-1106,0_4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,13.44368577003479
gpt-3.5-turbo-1106,0_5,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,9.893137216567993
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,12.89903473854065
gpt-3.5-turbo-1106,0_7,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,12.291976690292358
gpt-3.5-turbo-1106,0_8,10.0,9.0,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,14.795357465744019
gpt-3.5-turbo-1106,0_9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,13.990021228790283
llama-v2-13b-chat,0_0,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.961193084716797
llama-v2-13b-chat,0_1,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.777949571609497
llama-v2-13b-chat,0_2,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.636976480484009
llama-v2-13b-chat,0_3,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.95051884651184
llama-v2-13b-chat,0_4,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.708088874816895
llama-v2-13b-chat,0_5,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.804434061050415
llama-v2-13b-chat,0_6,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.695443153381348
llama-v2-13b-chat,0_7,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.832338809967041
llama-v2-13b-chat,0_8,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.59987187385559
llama-v2-13b-chat,0_9,1.0,3.0,6.0,8.0,8.0,7.0,,True,80,70,7.0,80,70,14.809723615646362
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.549670457839966
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,10.24318528175354
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.806643009185791
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.846273183822632
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.623974323272705
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.472295761108398
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.380022287368774
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.690536499023438
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.704178810119629
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.780866146087646
