Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,90.0,4.5,80.0,85.0,10.342835187911987
gpt-3.5-turbo-1106,0_1,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,70.0,80.0,4.5,60.0,75.0,10.508307456970215
gpt-3.5-turbo-1106,0_2,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,90.0,4.5,80.0,85.0,12.005033016204834
gpt-3.5-turbo-1106,0_3,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,70.0,80.0,6.5,75.0,85.0,9.004905462265015
gpt-3.5-turbo-1106,0_4,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,80.0,4.5,70.0,75.0,8.509498119354248
gpt-3.5-turbo-1106,0_5,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,17.158852577209473
gpt-3.5-turbo-1106,0_6,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,80.0,4.5,70.0,85.0,9.395368099212646
gpt-3.5-turbo-1106,0_7,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,90.0,4.5,80.0,85.0,11.03766131401062
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95.0,90.0,12.105441093444824
gpt-3.5-turbo-1106,0_9,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,40.0,70.0,6.5,60.0,80.0,7.848155975341797
llama-v2-13b-chat,0_0,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,17.288662672042847
llama-v2-13b-chat,0_1,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,16.590268850326538
llama-v2-13b-chat,0_2,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,16.49168562889099
llama-v2-13b-chat,0_3,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,16.60849952697754
llama-v2-13b-chat,0_4,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,16.344980001449585
llama-v2-13b-chat,0_5,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,16.680930852890015
llama-v2-13b-chat,0_6,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,16.833399534225464
llama-v2-13b-chat,0_7,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,16.692069053649902
llama-v2-13b-chat,0_8,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,17.045809984207153
llama-v2-13b-chat,0_9,1.0,4.0,5.0,5.0,5.0,5.0,,False,60.0,70.0,5.0,60.0,70.0,16.35458779335022
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.602394342422485
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,10.029947519302368
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.741384744644165
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.6341712474823
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.814738273620605
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.422573328018188
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.263153076171875
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.579555988311768
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.894951581954956
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.7,0.6,6.0,0.7,0.6,9.51613187789917
