Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95.0,90.0,7.8920910358428955
gpt-3.5-turbo-1106,0_1,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90.0,85.0,7.018346309661865
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100.0,100.0,5.748683929443359
gpt-3.5-turbo-1106,0_3,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95.0,90.0,6.906973600387573
gpt-3.5-turbo-1106,0_4,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95.0,90.0,7.14717173576355
gpt-3.5-turbo-1106,0_5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95.0,90.0,8.083539724349976
gpt-3.5-turbo-1106,0_6,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95.0,90.0,7.27550482749939
gpt-3.5-turbo-1106,0_7,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,90,5.5,80.0,85.0,4.97247576713562
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100.0,100.0,6.771060943603516
gpt-3.5-turbo-1106,0_9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100.0,100.0,7.252443075180054
llama-v2-13b-chat,0_0,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,16.057908535003662
llama-v2-13b-chat,0_1,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,15.785520315170288
llama-v2-13b-chat,0_2,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,15.873311758041382
llama-v2-13b-chat,0_3,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,15.836441993713379
llama-v2-13b-chat,0_4,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,15.8951735496521
llama-v2-13b-chat,0_5,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,15.917771577835083
llama-v2-13b-chat,0_6,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,15.829394578933716
llama-v2-13b-chat,0_7,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,15.627560138702393
llama-v2-13b-chat,0_8,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,15.766876697540283
llama-v2-13b-chat,0_9,1.0,5.0,1.0,5.0,1.0,5.0,,False,,,2.0,20.0,30.0,15.86840295791626
mistral-7b-instruct-4k,0_0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,8.699989318847656
mistral-7b-instruct-4k,0_1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,8.567063331604004
mistral-7b-instruct-4k,0_2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,8.693311214447021
mistral-7b-instruct-4k,0_3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,9.11769437789917
mistral-7b-instruct-4k,0_4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,8.708817720413208
mistral-7b-instruct-4k,0_5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,8.674536228179932
mistral-7b-instruct-4k,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,8.686782121658325
mistral-7b-instruct-4k,0_7,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,8.740167140960693
mistral-7b-instruct-4k,0_8,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,8.759165525436401
mistral-7b-instruct-4k,0_9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,100.0,100.0,9.0,100.0,100.0,9.049552917480469
