Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95,90,8.11756443977356
gpt-3.5-turbo-1106,0_1,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30.0,70.0,5.5,60,80,4.552846193313599
gpt-3.5-turbo-1106,0_2,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95,90,9.289931535720825
gpt-3.5-turbo-1106,0_3,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,70.0,80.0,4.5,75,85,5.671667098999023
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100,100,8.886589527130127
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100,100,8.070471048355103
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100,100,7.049641132354736
gpt-3.5-turbo-1106,0_7,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,80.0,4.5,70,85,5.603922367095947
gpt-3.5-turbo-1106,0_8,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,90.0,4.5,80,85,6.142540693283081
gpt-3.5-turbo-1106,0_9,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30.0,70.0,5.5,80,90,5.04624080657959
llama-v2-13b-chat,0_0,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,17.260178565979004
llama-v2-13b-chat,0_1,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,16.598862648010254
llama-v2-13b-chat,0_2,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,16.71640968322754
llama-v2-13b-chat,0_3,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,17.055063247680664
llama-v2-13b-chat,0_4,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,16.57861828804016
llama-v2-13b-chat,0_5,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,16.548973321914673
llama-v2-13b-chat,0_6,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,16.8755099773407
llama-v2-13b-chat,0_7,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,16.55253291130066
llama-v2-13b-chat,0_8,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,16.592199087142944
llama-v2-13b-chat,0_9,1.0,5.0,6.0,7.0,8.0,9.0,10.0,True,85.0,90.0,7.5,,,16.44656467437744
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.749532461166382
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.35181975364685
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.34099268913269
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.505386352539062
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.269919157028198
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.414219617843628
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.609744787216187
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.369081258773804
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.684859037399292
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100.0,100.0,8.0,100.0,100.0,9.42961049079895
