Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,8.370924949645996
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,95,6.9362359046936035
gpt-3.5-turbo-1106,0_2,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,95,90,7.525312662124634
gpt-3.5-turbo-1106,0_3,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,8.802787780761719
gpt-3.5-turbo-1106,0_4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,10.456303119659424
gpt-3.5-turbo-1106,0_5,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,80,5.5,70,75,6.604790210723877
gpt-3.5-turbo-1106,0_6,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,80,5.5,70,75,5.797187566757202
gpt-3.5-turbo-1106,0_7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,10.215425729751587
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,8.950287342071533
gpt-3.5-turbo-1106,0_9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,6.9420952796936035
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,80,70,7.5,85,75,18.59865093231201
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,9.5,9.5,False,60,70,8.5,70,80,18.974251985549927
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,9.5,9.5,True,85,80,8.5,85,80,18.144769430160522
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,85,75,7.5,85,75,16.63320803642273
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,85,75,7.5,85,75,16.81068253517151
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,85,75,7.5,85,75,16.7521071434021
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,85,75,7.5,85,75,16.81405520439148
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,8.0,7.0,True,85,75,7.5,85,75,16.77972412109375
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,9.5,9.5,True,85,80,8.5,85,80,17.59864568710327
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,9.5,9.5,True,85,80,8.5,85,80,18.07611846923828
mistral-7b-instruct-4k,0_0,,,,,,,,,,,,,,12.095487594604492
mistral-7b-instruct-4k,0_1,,,,,,,,,,,,,,12.26448106765747
mistral-7b-instruct-4k,0_2,,,,,,,,,,,,,,12.322622299194336
mistral-7b-instruct-4k,0_3,,,,,,,,,,,,,,12.239348411560059
mistral-7b-instruct-4k,0_4,,,,,,,,,,,,,,12.606107473373413
mistral-7b-instruct-4k,0_5,,,,,,,,,,,,,,12.085044145584106
mistral-7b-instruct-4k,0_6,,,,,,,,,,,,,,12.23892331123352
mistral-7b-instruct-4k,0_7,,,,,,,,,,,,,,12.428900003433228
mistral-7b-instruct-4k,0_8,,,,,,,,,,,,,,12.255277872085571
mistral-7b-instruct-4k,0_9,,,,,,,,,,,,,,12.284612655639648
