Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.761302471160889
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,6.938406467437744
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,6.58277440071106
gpt-3.5-turbo-1106,0_3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,11.77957558631897
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,8.182358264923096
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,95,10.0,95,95,8.401137828826904
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.771202087402344
gpt-3.5-turbo-1106,0_7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,9.130086898803711
gpt-3.5-turbo-1106,0_8,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,85,90,5.5,80,85,5.246240139007568
gpt-3.5-turbo-1106,0_9,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,80,85,5.5,90,80,5.879001617431641
llama-v2-13b-chat,0_0,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,14.087591409683228
llama-v2-13b-chat,0_1,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,13.986727714538574
llama-v2-13b-chat,0_2,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,14.783031225204468
llama-v2-13b-chat,0_3,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,14.043354749679565
llama-v2-13b-chat,0_4,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,14.034318447113037
llama-v2-13b-chat,0_5,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,14.361809015274048
llama-v2-13b-chat,0_6,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,13.932502031326294
llama-v2-13b-chat,0_7,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,13.872475624084473
llama-v2-13b-chat,0_8,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,13.930903911590576
llama-v2-13b-chat,0_9,1.0,4.0,2.0,4.0,3.0,7.0,,True,80,70,5.0,80,70,14.401309490203857
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.114634037017822
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.951262950897217
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.205986261367798
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.178816556930542
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.935228824615479
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.043376684188843
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.18600845336914
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.970039367675781
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.092556476593018
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.152659177780151
