Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.695456027984619
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,8.859399557113647
gpt-3.5-turbo-1106,0_2,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,90,4.5,80,85,4.62092661857605
gpt-3.5-turbo-1106,0_3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,8.399456977844238
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.295473575592041
gpt-3.5-turbo-1106,0_5,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80,90,4.5,85,85,6.680711030960083
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.205000877380371
gpt-3.5-turbo-1106,0_7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,6.494403123855591
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,6.676146745681763
gpt-3.5-turbo-1106,0_9,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,80,90,4.5,85,85,5.201170921325684
llama-v2-13b-chat,0_0,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,14.088746547698975
llama-v2-13b-chat,0_1,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,13.857884407043457
llama-v2-13b-chat,0_2,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,13.737378597259521
llama-v2-13b-chat,0_3,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,13.745338916778564
llama-v2-13b-chat,0_4,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,14.026384353637695
llama-v2-13b-chat,0_5,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,13.902327060699463
llama-v2-13b-chat,0_6,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,13.776087045669556
llama-v2-13b-chat,0_7,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,13.767155885696411
llama-v2-13b-chat,0_8,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,13.929850339889526
llama-v2-13b-chat,0_9,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,13.827972650527954
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.932034015655518
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.95539927482605
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.865628480911255
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.751738548278809
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.087614059448242
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.006389379501343
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,10.219401836395264
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.800559520721436
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.869574308395386
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,9.91347074508667
