Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70,75,6.004488229751587
gpt-3.5-turbo-1106,0_1,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,90,4.5,80,85,5.476775884628296
gpt-3.5-turbo-1106,0_2,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,70,80,5.5,75,85,5.3913254737854
gpt-3.5-turbo-1106,0_3,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,90,5.5,80,85,7.0988898277282715
gpt-3.5-turbo-1106,0_4,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,85,90,5.5,80,85,5.982280731201172
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,8.545751333236694
gpt-3.5-turbo-1106,0_6,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70,85,5.788378477096558
gpt-3.5-turbo-1106,0_7,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70,85,5.694359540939331
gpt-3.5-turbo-1106,0_8,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70,75,5.9067370891571045
gpt-3.5-turbo-1106,0_9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,8.6325843334198
llama-v2-13b-chat,0_0,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,14.193110466003418
llama-v2-13b-chat,0_1,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,14.438701629638672
llama-v2-13b-chat,0_2,1.0,4.0,2.0,3.0,1.0,5.0,,False,30,60,3.5,30,60,13.972077369689941
llama-v2-13b-chat,0_3,2.0,4.0,1.0,3.0,1.0,3.0,,True,80,70,2.5,85,75,14.831356287002563
llama-v2-13b-chat,0_4,2.0,4.0,1.0,3.0,1.0,3.0,,True,80,70,2.5,85,75,14.191670179367065
llama-v2-13b-chat,0_5,2.0,4.0,1.0,3.0,1.0,3.0,,True,80,70,2.5,85,75,14.235944986343384
llama-v2-13b-chat,0_6,2.0,4.0,1.0,3.0,1.0,3.0,,False,60,70,2.5,60,70,14.336536884307861
llama-v2-13b-chat,0_7,2.0,4.0,1.0,3.0,1.0,3.0,,True,80,70,2.5,85,75,14.373727798461914
llama-v2-13b-chat,0_8,2.0,4.0,1.0,3.0,1.0,3.0,,True,80,70,2.5,85,75,14.384276866912842
llama-v2-13b-chat,0_9,2.0,4.0,1.0,3.0,1.0,3.0,,False,60,70,2.5,60,70,14.198524713516235
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.855968475341797
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.915268182754517
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.282368421554565
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.205485343933105
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.740710258483887
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.826648712158203
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.852893829345703
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.921200037002563
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.925332069396973
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.90117073059082
