Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.6,95.0,90.0,8.149974346160889
gpt-3.5-turbo-1106,0_1,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.5,95.0,90.0,13.185709714889526
gpt-3.5-turbo-1106,0_2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,7.560187816619873
gpt-3.5-turbo-1106,0_3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,9.98476767539978
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95.0,90.0,8.54451584815979
gpt-3.5-turbo-1106,0_5,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,70.0,80.0,4.5,60.0,70.0,4.7101733684539795
gpt-3.5-turbo-1106,0_6,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30.0,70.0,5.5,80.0,90.0,5.524240016937256
gpt-3.5-turbo-1106,0_7,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30.0,70.0,4.5,40.0,60.0,6.803278923034668
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95.0,90.0,7.643431901931763
gpt-3.5-turbo-1106,0_9,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,70.0,80.0,4.5,60.0,75.0,5.594025135040283
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,9.5,,True,0.95,0.9,8.2,0.95,0.9,14.626971960067749
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,9.5,,True,0.95,0.9,8.2,0.95,0.9,14.333396673202515
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,9.5,,True,0.95,0.9,8.2,0.95,0.9,14.342761278152466
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,9.5,,True,0.95,0.9,8.2,0.95,0.9,14.348263502120972
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,9.5,,True,0.95,0.9,8.2,0.95,0.9,14.334348678588867
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,10.0,,True,0.95,0.9,8.5,0.95,0.9,14.740921258926392
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,9.5,,True,0.95,0.9,8.2,0.95,0.9,14.312443971633911
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,9.5,,True,0.95,0.9,8.2,0.95,0.9,14.718944549560547
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,9.5,,True,0.95,0.9,8.2,0.95,0.9,14.352029085159302
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,9.5,,True,0.95,0.9,8.2,0.95,0.9,14.380233764648438
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,8.856522560119629
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,8.836549043655396
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,8.878223896026611
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,9.183307409286499
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,8.826637029647827
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,8.822572231292725
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,8.829951047897339
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,8.874668836593628
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,8.80859899520874
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.9,7.0,0.9,0.9,8.887052059173584
