Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90,85,11.189283609390259
gpt-3.5-turbo-1106,0_1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95,90,8.9322988986969
gpt-3.5-turbo-1106,0_2,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90,85,7.144643068313599
gpt-3.5-turbo-1106,0_3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100,100,8.372048377990723
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90,85,10.595465183258057
gpt-3.5-turbo-1106,0_5,10.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.3,90,85,9.398386240005493
gpt-3.5-turbo-1106,0_6,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90,85,9.444301128387451
gpt-3.5-turbo-1106,0_7,10.0,9.5,9.0,8.5,8.0,7.5,7.0,False,20.0,70.0,8.0,80,80,5.697359800338745
gpt-3.5-turbo-1106,0_8,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90,85,10.475361824035645
gpt-3.5-turbo-1106,0_9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100,100,8.14628529548645
llama-v2-13b-chat,0_0,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,15.535706043243408
llama-v2-13b-chat,0_1,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,15.16413402557373
llama-v2-13b-chat,0_2,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,15.021854877471924
llama-v2-13b-chat,0_3,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,15.112866163253784
llama-v2-13b-chat,0_4,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,15.047490119934082
llama-v2-13b-chat,0_5,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,16.03189516067505
llama-v2-13b-chat,0_6,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,15.44646430015564
llama-v2-13b-chat,0_7,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,15.040405988693237
llama-v2-13b-chat,0_8,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,15.21586537361145
llama-v2-13b-chat,0_9,2.0,4.0,6.0,8.0,9.0,9.5,,True,0.95,0.9,7.1,,,15.081392765045166
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.575648546218872
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.585912227630615
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.596349000930786
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.651323795318604
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.794321060180664
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.613789081573486
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.567583322525024
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.623598098754883
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.587050437927246
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,70.0,60.0,7.0,70,60,8.595606803894043
