Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90.0,85.0,9.402623414993286
gpt-3.5-turbo-1106,0_1,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,70,80,4.5,75.0,85.0,4.418510675430298
gpt-3.5-turbo-1106,0_2,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,25,90,4.5,80.0,85.0,7.090115547180176
gpt-3.5-turbo-1106,0_3,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,70,80,4.5,75.0,85.0,4.319499492645264
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90.0,85.0,8.786365985870361
gpt-3.5-turbo-1106,0_5,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,70,80,4.5,75.0,85.0,7.230661392211914
gpt-3.5-turbo-1106,0_6,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90.0,85.0,10.096954107284546
gpt-3.5-turbo-1106,0_7,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,70,80,4.5,75.0,85.0,6.362547874450684
gpt-3.5-turbo-1106,0_8,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,70,80,4.5,75.0,85.0,4.762852430343628
gpt-3.5-turbo-1106,0_9,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90.0,85.0,8.525659799575806
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.799904823303223
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.70182752609253
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.642162322998047
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.491966962814331
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.737905025482178
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.720942258834839
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.930900573730469
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.828892469406128
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.722763299942017
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,9.5,,True,,,8.5,85.0,80.0,15.441527843475342
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.436493396759033
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.55405044555664
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.442634105682373
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.65197491645813
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.700064897537231
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.38022255897522
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.444093227386475
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.782275676727295
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.512483835220337
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0.2,0.5,5.0,0.2,0.5,9.59988808631897
