Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.6,95,90,10.587505102157593
gpt-3.5-turbo-1106,0_1,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30,70,5.5,60,80,6.232836484909058
gpt-3.5-turbo-1106,0_2,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30,70,5.5,60,80,5.85466742515564
gpt-3.5-turbo-1106,0_3,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,8.02908444404602
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.0,8.0,8.0,8.0,8.0,True,95,90,8.3,90,85,7.997456312179565
gpt-3.5-turbo-1106,0_5,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,9.998230457305908
gpt-3.5-turbo-1106,0_6,10.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.3,90,85,7.392649173736572
gpt-3.5-turbo-1106,0_7,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,11.212140798568726
gpt-3.5-turbo-1106,0_8,10.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.3,90,85,7.91543984413147
gpt-3.5-turbo-1106,0_9,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,90,4.5,80,85,5.591729402542114
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,16.68622636795044
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,16.098102807998657
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,16.166645526885986
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,16.894855260849
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,15.854430913925171
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,15.864320278167725
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,15.89436674118042
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,16.08813500404358
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,15.911709308624268
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,8.5,9.0,,True,80,70,8.0,80,70,15.886821031570435
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.170135974884033
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.13690733909607
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.092856407165527
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.363039255142212
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.01421856880188
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,8.992907524108887
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.432718276977539
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.389901161193848
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.452473640441895
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,6.0,0,0,9.48084306716919
