Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,14.908659934997559
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,14.110830783843994
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,12.276743412017822
gpt-3.5-turbo-1106,0_3,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,14.07876968383789
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,14.613319158554077
gpt-3.5-turbo-1106,0_5,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,13.72805404663086
gpt-3.5-turbo-1106,0_6,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,12.650696516036987
gpt-3.5-turbo-1106,0_7,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,13.507926225662231
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,12.672880172729492
gpt-3.5-turbo-1106,0_9,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,85,90,4.5,80,85,9.43313217163086
llama-v2-13b-chat,0_0,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.359644174575806
llama-v2-13b-chat,0_1,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.247633457183838
llama-v2-13b-chat,0_2,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.198126554489136
llama-v2-13b-chat,0_3,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.667374849319458
llama-v2-13b-chat,0_4,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.288427114486694
llama-v2-13b-chat,0_5,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.797045946121216
llama-v2-13b-chat,0_6,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.298139095306396
llama-v2-13b-chat,0_7,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.299267053604126
llama-v2-13b-chat,0_8,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.353943824768066
llama-v2-13b-chat,0_9,1.0,5.0,6.0,7.0,8.0,9.0,,False,70,80,7.0,70,80,17.316715717315674
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,9.62750768661499
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,9.40616774559021
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,9.663443803787231
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,9.337581634521484
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,9.188740491867065
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,10.031296014785767
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,9.529197216033936
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,9.1817946434021
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,9.653636932373047
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,100,100,8.0,100,100,9.596301078796387
