Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,10.080382585525513
gpt-3.5-turbo-1106,0_1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.083158016204834
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,6.853235244750977
gpt-3.5-turbo-1106,0_3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.135289907455444
gpt-3.5-turbo-1106,0_4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.589843034744263
gpt-3.5-turbo-1106,0_5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.216512203216553
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.105940580368042
gpt-3.5-turbo-1106,0_7,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.217140674591064
gpt-3.5-turbo-1106,0_8,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,8.596420288085938
gpt-3.5-turbo-1106,0_9,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,13.967546939849854
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.110251903533936
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,14.975118160247803
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.017603635787964
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,14.944650173187256
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,14.938476324081421
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,14.92472791671753
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.274924039840698
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,14.896180629730225
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,14.95282793045044
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,14.88298511505127
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.133997440338135
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.72390365600586
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.911056280136108
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.297402143478394
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.357046365737915
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.351357221603394
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.290146589279175
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.854777097702026
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.819629430770874
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.84656286239624
