Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.778674602508545
gpt-3.5-turbo-1106,0_1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.960151195526123
gpt-3.5-turbo-1106,0_2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.307457685470581
gpt-3.5-turbo-1106,0_3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,9.369147062301636
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,8.60088062286377
gpt-3.5-turbo-1106,0_5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.152205467224121
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.573780059814453
gpt-3.5-turbo-1106,0_7,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,9.990026473999023
gpt-3.5-turbo-1106,0_8,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,9.227822542190552
gpt-3.5-turbo-1106,0_9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,9.529284954071045
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,15.244731903076172
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,14.998563051223755
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,15.056472301483154
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,15.03050446510315
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,15.323184490203857
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,15.085299253463745
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,15.084519147872925
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,15.106739521026611
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,15.266639709472656
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,10.0,,False,60,70,8.0,60,70,15.062676191329956
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.851059198379517
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.808332681655884
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.83736515045166
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.89038372039795
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.810646533966064
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.839031219482422
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.25597333908081
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.659874677658081
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.848024845123291
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.859644174575806
