Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.82902193069458
gpt-3.5-turbo-1106,0_1,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,10.428688526153564
gpt-3.5-turbo-1106,0_2,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,9.323164463043213
gpt-3.5-turbo-1106,0_3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.170367479324341
gpt-3.5-turbo-1106,0_4,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.850487232208252
gpt-3.5-turbo-1106,0_5,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.422908782958984
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,9.144940853118896
gpt-3.5-turbo-1106,0_7,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.8758544921875
gpt-3.5-turbo-1106,0_8,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.836025714874268
gpt-3.5-turbo-1106,0_9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.773866653442383
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.466398000717163
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,14.921217441558838
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.796667337417603
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.506773948669434
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.834840774536133
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.855296611785889
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,14.924400806427002
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.697725057601929
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,16.09567165374756
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,10.0,,True,80,80,8.0,80,80,15.372320890426636
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.213274717330933
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.860938549041748
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.883100748062134
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.037526369094849
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.047274827957153
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,8.952308654785156
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.070955991744995
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.125569105148315
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.267944574356079
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,False,0,0,5.0,0,0,9.358741521835327
