Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,11.159233093261719
gpt-3.5-turbo-1106,0_1,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,10.091343879699707
gpt-3.5-turbo-1106,0_2,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.6,95,90,12.576524019241333
gpt-3.5-turbo-1106,0_3,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,12.920624017715454
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,10.85740876197815
gpt-3.5-turbo-1106,0_5,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,12.054206609725952
gpt-3.5-turbo-1106,0_6,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70,75,8.273369312286377
gpt-3.5-turbo-1106,0_7,8.5,7.5,7.0,6.5,6.0,5.5,5.0,False,70,75,5.5,80,70,8.42761754989624
gpt-3.5-turbo-1106,0_8,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.5,90,85,14.068501949310303
gpt-3.5-turbo-1106,0_9,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.6,95,90,14.109707832336426
llama-v2-13b-chat,0_0,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,14.584945678710938
llama-v2-13b-chat,0_1,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,14.302073955535889
llama-v2-13b-chat,0_2,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,14.39743161201477
llama-v2-13b-chat,0_3,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,14.384008407592773
llama-v2-13b-chat,0_4,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,14.379748106002808
llama-v2-13b-chat,0_5,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,14.355235576629639
llama-v2-13b-chat,0_6,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,15.371304273605347
llama-v2-13b-chat,0_7,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,14.532733678817749
llama-v2-13b-chat,0_8,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,14.32350754737854
llama-v2-13b-chat,0_9,1.0,5.0,6.0,7.0,8.0,9.0,,True,80,70,7.0,80,70,15.274572134017944
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.120369911193848
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.498322248458862
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.072349548339844
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.089134454727173
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.006353616714478
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.956315517425537
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.254420280456543
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.154646635055542
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.977334976196289
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.153292655944824
