Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95.0,90.0,10.0,95.0,90.0,14.38280439376831
gpt-3.5-turbo-1106,0_1,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75.0,80.0,4.5,70.0,85.0,8.281744718551636
gpt-3.5-turbo-1106,0_2,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,10.772973537445068
gpt-3.5-turbo-1106,0_3,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.6,95.0,90.0,13.280645847320557
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90.0,85.0,12.242957592010498
gpt-3.5-turbo-1106,0_5,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95.0,90.0,11.313448905944824
gpt-3.5-turbo-1106,0_6,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30.0,80.0,5.5,70.0,85.0,9.324401617050171
gpt-3.5-turbo-1106,0_7,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,12.813672304153442
gpt-3.5-turbo-1106,0_8,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,12.709316730499268
gpt-3.5-turbo-1106,0_9,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75.0,80.0,4.5,70.0,85.0,8.405740976333618
llama-v2-13b-chat,0_0,1.0,6.0,7.0,8.0,8.0,8.0,,True,85.0,90.0,7.1,85.0,90.0,17.44508981704712
llama-v2-13b-chat,0_1,1.0,6.0,7.0,8.0,9.0,9.0,,True,0.95,0.9,8.5,0.95,0.9,17.595125675201416
llama-v2-13b-chat,0_2,1.0,6.0,7.0,8.0,9.0,9.0,,True,0.95,0.9,8.5,0.95,0.9,17.571521520614624
llama-v2-13b-chat,0_3,1.0,6.0,7.0,8.0,9.0,9.0,,True,0.95,0.9,8.5,0.95,0.9,18.301363706588745
llama-v2-13b-chat,0_4,1.0,6.0,7.0,8.0,9.0,9.0,,True,0.95,0.9,8.5,0.95,0.9,17.555962324142456
llama-v2-13b-chat,0_5,1.0,6.0,7.0,8.0,9.0,9.0,,True,0.95,0.9,8.5,0.95,0.9,17.843651294708252
llama-v2-13b-chat,0_6,1.0,6.0,7.0,8.0,9.0,9.0,,True,0.95,0.9,8.5,0.95,0.9,17.801459312438965
llama-v2-13b-chat,0_7,1.0,6.0,7.0,8.0,9.0,9.0,,True,0.95,0.9,8.5,0.95,0.9,17.835542917251587
llama-v2-13b-chat,0_8,1.0,6.0,7.0,8.0,9.0,9.0,,True,0.95,0.9,8.5,0.95,0.9,16.969366788864136
llama-v2-13b-chat,0_9,1.0,6.0,7.0,8.0,9.0,9.0,,True,0.95,0.9,8.5,0.95,0.9,16.773060083389282
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.101481199264526
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.00784182548523
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.099244117736816
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.147278070449829
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.160176038742065
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.30815315246582
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.425782442092896
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.097226619720459
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.409256935119629
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.9,0.8,9.436615943908691
