Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,12.288349390029907
gpt-3.5-turbo-1106,0_1,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,95.0,90.0,12.79406476020813
gpt-3.5-turbo-1106,0_2,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,90.0,4.5,80.0,85.0,9.731159925460815
gpt-3.5-turbo-1106,0_3,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,80.0,4.5,70.0,75.0,7.776968479156494
gpt-3.5-turbo-1106,0_4,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75.0,90.0,4.5,80.0,85.0,7.774756669998169
gpt-3.5-turbo-1106,0_5,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,12.187893629074097
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,11.177337884902954
gpt-3.5-turbo-1106,0_7,8.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,8.7,90.0,85.0,10.871354818344116
gpt-3.5-turbo-1106,0_8,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75.0,90.0,5.5,80.0,85.0,7.865291595458984
gpt-3.5-turbo-1106,0_9,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.7,90.0,85.0,11.454415559768677
llama-v2-13b-chat,0_0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,21.00306224822998
llama-v2-13b-chat,0_1,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,20.724886178970337
llama-v2-13b-chat,0_2,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,20.980498790740967
llama-v2-13b-chat,0_3,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,20.533108472824097
llama-v2-13b-chat,0_4,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,20.659887552261353
llama-v2-13b-chat,0_5,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,20.754924297332764
llama-v2-13b-chat,0_6,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,20.87474513053894
llama-v2-13b-chat,0_7,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,20.6531822681427
llama-v2-13b-chat,0_8,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,20.699147939682007
llama-v2-13b-chat,0_9,1.0,4.0,4.0,4.0,4.0,4.0,4.0,False,0.6,0.8,4.0,0.6,0.8,20.75064516067505
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.694095849990845
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.48442268371582
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.78626823425293
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.58574366569519
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.44918417930603
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.965317010879517
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.385735034942627
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.844483137130737
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.692849159240723
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0.0,0.0,5.0,0.0,0.0,10.643068790435791
