Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,7.910678863525391
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,8.91603970527649
gpt-3.5-turbo-1106,0_2,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,7.146305084228516
gpt-3.5-turbo-1106,0_3,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,9.012860536575317
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.892197608947754
gpt-3.5-turbo-1106,0_5,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,85,90,4.5,80,85,6.512319564819336
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.327927350997925
gpt-3.5-turbo-1106,0_7,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,9.1909658908844
gpt-3.5-turbo-1106,0_8,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,85,90,4.5,80,85,6.81092381477356
gpt-3.5-turbo-1106,0_9,10.0,9.0,8.0,7.0,6.0,5.0,4.0,False,70,80,6.0,90,85,4.626176595687866
llama-v2-13b-chat,0_0,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.680293321609497
llama-v2-13b-chat,0_1,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.668943881988525
llama-v2-13b-chat,0_2,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.580801248550415
llama-v2-13b-chat,0_3,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.493016958236694
llama-v2-13b-chat,0_4,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.729054927825928
llama-v2-13b-chat,0_5,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.642337083816528
llama-v2-13b-chat,0_6,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.609349727630615
llama-v2-13b-chat,0_7,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.651118040084839
llama-v2-13b-chat,0_8,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.646915435791016
llama-v2-13b-chat,0_9,1.0,3.0,5.0,7.0,8.0,9.0,,True,80,70,7.5,85,75,14.61633586883545
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.939525365829468
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.346341133117676
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.444192171096802
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.342970371246338
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.817247152328491
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.737388134002686
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.221181392669678
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.765376567840576
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.010757684707642
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.870748043060303
