Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,8.237169981002808
gpt-3.5-turbo-1106,0_1,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,9.272038698196411
gpt-3.5-turbo-1106,0_2,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,7.578793525695801
gpt-3.5-turbo-1106,0_3,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,7.414657831192017
gpt-3.5-turbo-1106,0_4,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.7,90,85,6.2551562786102295
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.690984010696411
gpt-3.5-turbo-1106,0_6,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.822242736816406
gpt-3.5-turbo-1106,0_7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,11.700551748275757
gpt-3.5-turbo-1106,0_8,10.0,9.0,8.0,7.0,6.0,5.0,4.0,False,75,90,6.0,80,85,6.6210877895355225
gpt-3.5-turbo-1106,0_9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,6.9209678173065186
llama-v2-13b-chat,0_0,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.414304494857788
llama-v2-13b-chat,0_1,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.05016279220581
llama-v2-13b-chat,0_2,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.191666603088379
llama-v2-13b-chat,0_3,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.35408878326416
llama-v2-13b-chat,0_4,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.267329692840576
llama-v2-13b-chat,0_5,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.050531148910522
llama-v2-13b-chat,0_6,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.040577411651611
llama-v2-13b-chat,0_7,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.2603178024292
llama-v2-13b-chat,0_8,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.402307510375977
llama-v2-13b-chat,0_9,2.0,4.0,6.0,8.0,8.0,4.0,,True,0.7,0.8,5.5,0.7,0.8,15.117814779281616
mistral-7b-instruct-4k,0_0,,,,,,,,,,,,,,12.441771507263184
mistral-7b-instruct-4k,0_1,,,,,,,,,,,,,,12.602336883544922
mistral-7b-instruct-4k,0_2,,,,,,,,,,,,,,12.48563003540039
mistral-7b-instruct-4k,0_3,,,,,,,,,,,,,,12.226132869720459
mistral-7b-instruct-4k,0_4,,,,,,,,,,,,,,12.796602725982666
mistral-7b-instruct-4k,0_5,,,,,,,,,,,,,,12.523402452468872
mistral-7b-instruct-4k,0_6,,,,,,,,,,,,,,12.622679471969604
mistral-7b-instruct-4k,0_7,,,,,,,,,,,,,,12.975781917572021
mistral-7b-instruct-4k,0_8,,,,,,,,,,,,,,12.556301593780518
mistral-7b-instruct-4k,0_9,,,,,,,,,,,,,,12.541157960891724
