Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95.0,90.0,7.390092134475708
gpt-3.5-turbo-1106,0_1,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95.0,90.0,8.337013006210327
gpt-3.5-turbo-1106,0_2,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95.0,90.0,8.44358777999878
gpt-3.5-turbo-1106,0_3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,8.387986898422241
gpt-3.5-turbo-1106,0_4,10.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95.0,90.0,9.0,95.0,90.0,8.603507280349731
gpt-3.5-turbo-1106,0_5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100.0,100.0,10.0,100.0,100.0,8.076236963272095
gpt-3.5-turbo-1106,0_6,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95.0,90.0,7.590743780136108
gpt-3.5-turbo-1106,0_7,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.6,90.0,85.0,8.114370346069336
gpt-3.5-turbo-1106,0_8,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95.0,90.0,9.5,95.0,90.0,10.151295185089111
gpt-3.5-turbo-1106,0_9,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95.0,90.0,8.6,90.0,85.0,8.961472988128662
llama-v2-13b-chat,0_0,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.47888731956482
llama-v2-13b-chat,0_1,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.260937213897705
llama-v2-13b-chat,0_2,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.267942428588867
llama-v2-13b-chat,0_3,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.007967233657837
llama-v2-13b-chat,0_4,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.221754312515259
llama-v2-13b-chat,0_5,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.411576509475708
llama-v2-13b-chat,0_6,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.193084716796875
llama-v2-13b-chat,0_7,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.189625024795532
llama-v2-13b-chat,0_8,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.086479663848877
llama-v2-13b-chat,0_9,1.0,3.0,5.0,8.0,9.0,8.5,,True,80.0,90.0,8.5,85.0,95.0,14.31869125366211
mistral-7b-instruct-4k,0_0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,9.268660545349121
mistral-7b-instruct-4k,0_1,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,9.683310508728027
mistral-7b-instruct-4k,0_2,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,9.525656700134277
mistral-7b-instruct-4k,0_3,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,9.784966230392456
mistral-7b-instruct-4k,0_4,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,9.813624382019043
mistral-7b-instruct-4k,0_5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,10.10270094871521
mistral-7b-instruct-4k,0_6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,9.931609630584717
mistral-7b-instruct-4k,0_7,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,9.297345161437988
mistral-7b-instruct-4k,0_8,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,9.888466835021973
mistral-7b-instruct-4k,0_9,6.0,6.0,6.0,6.0,6.0,6.0,6.0,True,0.9,0.8,7.0,0.7,0.6,10.121469974517822
