Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,8.5,7.5,6.5,7.0,7.5,8.0,8.0,True,95,90,7.5,90,85,5.563933849334717
gpt-3.5-turbo-1106,0_1,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,100,100,9.00444221496582
gpt-3.5-turbo-1106,0_2,7.5,6.5,5.5,6.0,6.5,7.0,7.5,True,90,85,6.7,95,80,6.280038118362427
gpt-3.5-turbo-1106,0_3,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,7.254990100860596
gpt-3.5-turbo-1106,0_4,7.5,6.5,5.5,6.0,6.5,7.0,7.5,True,95,90,6.71,95,90,9.433084964752197
gpt-3.5-turbo-1106,0_5,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,70,80,4.5,60,75,4.79546046257019
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.993100881576538
gpt-3.5-turbo-1106,0_7,7.5,6.5,5.5,5.0,4.5,4.0,3.5,False,75,80,4.5,70,75,6.15406060218811
gpt-3.5-turbo-1106,0_8,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,7.677904367446899
gpt-3.5-turbo-1106,0_9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,True,95,90,9.0,95,90,8.196911334991455
llama-v2-13b-chat,0_0,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,15.070973634719849
llama-v2-13b-chat,0_1,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,15.185602188110352
llama-v2-13b-chat,0_2,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,15.300728559494019
llama-v2-13b-chat,0_3,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,15.199623346328735
llama-v2-13b-chat,0_4,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,14.988968133926392
llama-v2-13b-chat,0_5,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,14.91602873802185
llama-v2-13b-chat,0_6,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,14.921511173248291
llama-v2-13b-chat,0_7,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,14.995322704315186
llama-v2-13b-chat,0_8,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,14.985905647277832
llama-v2-13b-chat,0_9,2.0,4.0,6.0,8.0,8.0,2.0,,True,0.7,0.8,5.0,0.7,0.8,14.847261190414429
mistral-7b-instruct-4k,0_0,,,,,,,,,,,,,,12.873756408691406
mistral-7b-instruct-4k,0_1,,,,,,,,,,,,,,12.455566167831421
mistral-7b-instruct-4k,0_2,,,,,,,,,,,,,,12.712368488311768
mistral-7b-instruct-4k,0_3,,,,,,,,,,,,,,12.489887952804565
mistral-7b-instruct-4k,0_4,,,,,,,,,,,,,,12.74716067314148
mistral-7b-instruct-4k,0_5,,,,,,,,,,,,,,12.037137985229492
mistral-7b-instruct-4k,0_6,,,,,,,,,,,,,,12.22804880142212
mistral-7b-instruct-4k,0_7,,,,,,,,,,,,,,12.742597579956055
mistral-7b-instruct-4k,0_8,,,,,,,,,,,,,,12.51636552810669
mistral-7b-instruct-4k,0_9,,,,,,,,,,,,,,12.637464046478271
