Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70,75,5.276906967163086
gpt-3.5-turbo-1106,0_1,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,8.351665019989014
gpt-3.5-turbo-1106,0_2,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.155672788619995
gpt-3.5-turbo-1106,0_3,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,11.45316481590271
gpt-3.5-turbo-1106,0_4,10.0,9.0,8.0,7.0,6.0,5.0,4.0,False,75,80,6.0,85,90,6.596889019012451
gpt-3.5-turbo-1106,0_5,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,8.637689113616943
gpt-3.5-turbo-1106,0_6,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.5,95,90,7.22871732711792
gpt-3.5-turbo-1106,0_7,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,30,70,5.5,80,90,4.602547645568848
gpt-3.5-turbo-1106,0_8,10.0,9.5,9.5,9.5,9.5,9.5,9.5,True,95,90,9.6,95,90,8.35732913017273
gpt-3.5-turbo-1106,0_9,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,8.61791467666626
llama-v2-13b-chat,0_0,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.592121601104736
llama-v2-13b-chat,0_1,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.339375019073486
llama-v2-13b-chat,0_2,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.447351932525635
llama-v2-13b-chat,0_3,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.262319564819336
llama-v2-13b-chat,0_4,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.38289165496826
llama-v2-13b-chat,0_5,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.376710176467896
llama-v2-13b-chat,0_6,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.409636974334717
llama-v2-13b-chat,0_7,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.41573476791382
llama-v2-13b-chat,0_8,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.70471692085266
llama-v2-13b-chat,0_9,1.0,3.0,2.0,6.0,8.0,8.0,,False,60,70,5.1,60,70,16.485737085342407
mistral-7b-instruct-4k,0_0,,,,,,,,,,,,,,12.422547101974487
mistral-7b-instruct-4k,0_1,,,,,,,,,,,,,,12.502949953079224
mistral-7b-instruct-4k,0_2,,,,,,,,,,,,,,12.48689079284668
mistral-7b-instruct-4k,0_3,,,,,,,,,,,,,,12.619465827941895
mistral-7b-instruct-4k,0_4,,,,,,,,,,,,,,12.558413982391357
mistral-7b-instruct-4k,0_5,,,,,,,,,,,,,,12.613959789276123
mistral-7b-instruct-4k,0_6,,,,,,,,,,,,,,12.283653974533081
mistral-7b-instruct-4k,0_7,,,,,,,,,,,,,,12.034878253936768
mistral-7b-instruct-4k,0_8,,,,,,,,,,,,,,12.496614217758179
mistral-7b-instruct-4k,0_9,,,,,,,,,,,,,,12.400852680206299
