Model,Temperature_repeatIndex,0.0s,0.5s,1.0s,1.5s,2.0s,2.5s,3.0s,Realistic,Realistic_Probability,Realistic_Confidence,Scenario,Scenario_Probability,Scenario_Confidence,Time
gpt-3.5-turbo-1106,0_0,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70,75,6.90885853767395
gpt-3.5-turbo-1106,0_1,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,90,4.5,80,85,7.3120033740997314
gpt-3.5-turbo-1106,0_2,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,80,4.5,70,75,8.606460094451904
gpt-3.5-turbo-1106,0_3,8.5,7.5,6.5,5.5,4.5,3.5,2.5,False,75,90,4.5,80,85,6.048804759979248
gpt-3.5-turbo-1106,0_4,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,100,100,10.0,100,100,7.1037585735321045
gpt-3.5-turbo-1106,0_5,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,75,90,4.5,80,85,5.030128240585327
gpt-3.5-turbo-1106,0_6,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,8.430360794067383
gpt-3.5-turbo-1106,0_7,10.0,10.0,10.0,10.0,10.0,10.0,10.0,True,95,90,10.0,95,90,7.350815057754517
gpt-3.5-turbo-1106,0_8,9.0,8.5,8.5,8.5,8.5,8.5,8.5,True,95,90,8.6,90,85,11.445542812347412
gpt-3.5-turbo-1106,0_9,7.5,6.5,5.5,4.5,3.5,2.5,1.5,False,85,90,4.5,80,85,8.129107236862183
llama-v2-13b-chat,0_0,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,16.839458227157593
llama-v2-13b-chat,0_1,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,16.483407258987427
llama-v2-13b-chat,0_2,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,16.27336835861206
llama-v2-13b-chat,0_3,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,16.895906448364258
llama-v2-13b-chat,0_4,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,16.257071018218994
llama-v2-13b-chat,0_5,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,16.110967874526978
llama-v2-13b-chat,0_6,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,16.242685556411743
llama-v2-13b-chat,0_7,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,16.275681972503662
llama-v2-13b-chat,0_8,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,17.22813081741333
llama-v2-13b-chat,0_9,2.0,4.0,3.0,4.5,2.5,4.0,,False,20,30,3.5,20,30,16.26849341392517
mistral-7b-instruct-4k,0_0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.637371301651001
mistral-7b-instruct-4k,0_1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.08319902420044
mistral-7b-instruct-4k,0_2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.761032342910767
mistral-7b-instruct-4k,0_3,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.382625102996826
mistral-7b-instruct-4k,0_4,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,12.013997793197632
mistral-7b-instruct-4k,0_5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.79108214378357
mistral-7b-instruct-4k,0_6,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.723700046539307
mistral-7b-instruct-4k,0_7,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.608160495758057
mistral-7b-instruct-4k,0_8,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.65354323387146
mistral-7b-instruct-4k,0_9,5.0,5.0,5.0,5.0,5.0,5.0,5.0,False,0,0,5.0,0,0,11.517950296401978
